,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
4552,"['[CLS] claro [SEP]', array([   4., 3459.,    5.]), 1.1539214028744027e-11]","['[CLS] muerto [SEP]', array([   4., 3435.,    5.]), 1.5731393965268126e-10]","['[CLS] chica [SEP]', array([   4., 3404.,    5.]), 6.025229204453808e-10]","['[CLS] papá [SEP]', array([   4., 3538.,    5.]), 6.672263852536275e-10]","['[CLS] puerta [SEP]', array([   4., 3399.,    5.]), 7.024065773464372e-10]","['[CLS] espera [SEP]', array([   4., 3540.,    5.]), 7.051008665825975e-10]","['[CLS] mamá [SEP]', array([   4., 3552.,    5.]), 9.532470368611712e-10]","['[CLS] mierda [SEP]', array([   4., 3383.,    5.]), 1.0760352608940593e-09]","['[CLS] haces [SEP]', array([   4., 3380.,    5.]), 1.1553793477503405e-09]","['[CLS] ustedes [SEP]', array([   4., 3331.,    5.]), 2.883264405006969e-09]",difícil
4553,"['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 9.864664640701903e-12]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.1746514871902036e-10]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 4.191218483384773e-10]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 6.920514161734559e-10]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 6.45311215574651e-09]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 6.504328853296215e-09]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 8.6034681601177e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 2.5782882717706457e-08]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 2.9032557025132633e-08]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 4.078925763817409e-08]",aceptarle
4554,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.5643922934849286e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.575534014364166e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 1.8153423875233443e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 2.0771433018040852e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 2.330361703606343e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.5542307429949886e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 1.7950897723828518e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.860907212769547e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.9449570221041768e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 2.5087623167774353e-07]",MILLONES
4555,"['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 6.101935623448185e-10]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 6.260126861334925e-10]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.235994084858305e-09]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 1.3783183483440098e-09]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.006237176388481e-09]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.755029981926782e-09]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 6.71351541026155e-09]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 1.101268054526372e-08]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 1.3169916157629302e-08]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 2.14137373388823e-08]",estén
4556,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.0508431236289084e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.680797767633635e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.6923458523443458e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.9340874901629945e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.8398700724352466e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.1052248106178126e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.4540524551651686e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 6.037321309548815e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 6.052966139424854e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 6.663276319596179e-08]",interesados!
4557,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.0657220772536391e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.6996013929571063e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.711213770683173e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.914025138383124e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.8155485498615462e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.079789978599479e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.427224160024167e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 6.001835317626103e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 6.01743413986e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 6.62599343170811e-08]",Infórmese
4558,"['[CLS] de [SEP]', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['[CLS] a [SEP]', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['[CLS] la [SEP]', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['[CLS] en [SEP]', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['[CLS] que [SEP]', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['[CLS] el [SEP]', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['[CLS] y [SEP]', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['[CLS] un [SEP]', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['[CLS] con [SEP]', array([   4., 1051.,    5.]), 1.3643280460939877e-07]","['[CLS] es [SEP]', array([   4., 1058.,    5.]), 1.5830037902730965e-07]",@CantuMauricio
4559,"['[CLS] sabe [SEP]', array([   4., 2737.,    5.]), 2.9395597067605195e-11]","['[CLS] idea [SEP]', array([   4., 2757.,    5.]), 4.327727065600584e-11]","['[CLS] podemos [SEP]', array([   4., 2725.,    5.]), 1.6145584869065033e-10]","['[CLS] visto [SEP]', array([   4., 2770.,    5.]), 2.0408497114488e-10]","['[CLS] hora [SEP]', array([   4., 2709.,    5.]), 5.071465469796976e-10]","['[CLS] hacerlo [SEP]', array([   4., 2791.,    5.]), 7.067300078489325e-10]","['[CLS] pasado [SEP]', array([   4., 2694.,    5.]), 1.0128834437850287e-09]","['[CLS] amor [SEP]', array([   4., 2807.,    5.]), 1.2838756724420364e-09]","['[CLS] seguro [SEP]', array([   4., 2686.,    5.]), 1.3565583101282641e-09]","['[CLS] lado [SEP]', array([   4., 2683.,    5.]), 1.4989519625530079e-09]",Son
4560,"['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.066158355518155e-10]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.2721136083703186e-10]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 5.185124551942977e-10]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.0500970093474393e-09]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 8.512645810476727e-09]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 8.571455434314146e-09]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 1.0959497087625891e-08]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 2.9757362907112395e-08]","['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 3.324137054505627e-08]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 4.5751601618349014e-08]",buenos
4561,"['[CLS] hablar [SEP]', array([   4., 2125.,    5.]), 0]","['[CLS] tienes [SEP]', array([   4., 2126.,    5.]), 1.0045297926808416e-12]","['[CLS] gente [SEP]', array([   4., 2114.,    5.]), 1.2291467843539294e-10]","['[CLS] voy [SEP]', array([   4., 2113.,    5.]), 1.4641698964368288e-10]","['[CLS] estos [SEP]', array([   4., 2111.,    5.]), 1.9966761577450143e-10]","['[CLS] quien [SEP]', array([   4., 2141.,    5.]), 2.535333054609623e-10]","['[CLS] noche [SEP]', array([   4., 2109.,    5.]), 2.6128521568580254e-10]","['[CLS] eres [SEP]', array([   4., 2149.,    5.]), 5.662103008674535e-10]","['[CLS] nosotros [SEP]', array([   4., 2164.,    5.]), 1.4744938603428182e-09]","['[CLS] estas [SEP]', array([   4., 2170.,    5.]), 1.9522428118534663e-09]","hablar,"
4562,"['[CLS] ustedes [SEP]', array([   4., 3331.,    5.]), 8.125056183416746e-12]","['[CLS] todavía [SEP]', array([   4., 3329.,    5.]), 1.3447354341167284e-11]","['[CLS] haces [SEP]', array([   4., 3380.,    5.]), 2.840816470950358e-10]","['[CLS] mierda [SEP]', array([   4., 3383.,    5.]), 3.255360425669096e-10]","['[CLS] puerta [SEP]', array([   4., 3399.,    5.]), 5.925642199144932e-10]","['[CLS] chica [SEP]', array([   4., 3404.,    5.]), 6.916506256615662e-10]","['[CLS] muerto [SEP]', array([   4., 3435.,    5.]), 1.467128196708245e-09]","['[CLS] claro [SEP]', array([   4., 3459.,    5.]), 2.2513744202257158e-09]","['[CLS] hermano [SEP]', array([   4., 3216.,    5.]), 2.647679742118214e-09]","['[CLS] minutos [SEP]', array([   4., 3214.,    5.]), 2.7386055645450824e-09]",resultados
4563,"['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 7.324107986761419e-11]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 8.10487232882906e-11]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 3.45099171461527e-10]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 6.768268245860298e-08]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 7.226044018704414e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 7.739599494627214e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 8.387199534887202e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 8.838964593582688e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 9.421111624163814e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.3454010650004733e-07]",hablamos.
4564,"['[CLS] cosas [SEP]', array([   4., 1974.,    5.]), 1.3513634655737405e-12]","['[CLS] cuenta [SEP]', array([   4., 1971.,    5.]), 5.422218229966802e-12]","['[CLS] tener [SEP]', array([   4., 1970.,    5.]), 1.221234224857426e-11]","['[CLS] debe [SEP]', array([   4., 1964.,    5.]), 1.105840974346961e-10]","['[CLS] nuevo [SEP]', array([   4., 1962.,    5.]), 1.6553036719102465e-10]","['[CLS] señor [SEP]', array([   4., 1985.,    5.]), 1.9245627314035119e-10]","['[CLS] haber [SEP]', array([   4., 1987.,    5.]), 2.61427435255257e-10]","['[CLS] tal [SEP]', array([   4., 1959.,    5.]), 2.689537481614934e-10]","['[CLS] poco [SEP]', array([   4., 1958.,    5.]), 3.0906333048363877e-10]","['[CLS] momento [SEP]', array([   4., 1989.,    5.]), 3.4076974575469876e-10]",Así
4565,"['[CLS] mis [SEP]', array([   4., 1354.,    5.]), 6.108002992277761e-12]","['[CLS] pero [SEP]', array([   4., 1355.,    5.]), 2.4396151765415652e-11]","['[CLS] esta [SEP]', array([   4., 1359.,    5.]), 2.1827417651110181e-10]","['[CLS] este [SEP]', array([   4., 1365.,    5.]), 8.654383876205429e-10]","['[CLS] fue [SEP]', array([   4., 1341.,    5.]), 8.966924980313706e-10]","['[CLS] ni [SEP]', array([   4., 1382.,    5.]), 4.930819863524505e-09]","['[CLS] entre [SEP]', array([   4., 1391.,    5.]), 8.357036063166845e-09]","['[CLS] i [SEP]', array([   4., 1316.,    5.]), 8.851766208906042e-09]","['[CLS] ve [SEP]', array([   4., 1312.,    5.]), 1.0935489958008304e-08]","['[CLS] todo [SEP]', array([   4., 1397.,    5.]), 1.1108411634985771e-08]",5
4566,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.4572454354322417e-10]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.566565765998007e-10]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.5722173563048614e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 6.137444874543263e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 6.611429737013452e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 7.90921729221239e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 9.652266663717768e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.0136474992705757e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.0759229474022192e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.5044425549781693e-07]",veremos
4567,"['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 5.561359706085511e-09]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 1.0344816225860143e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 1.0435455610746658e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 2.7891535192559047e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.8594667572944275e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 4.1678282602930494e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 4.570485057087126e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 7.488198372485044e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 7.50562079154804e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 8.183566890807015e-08]",logró
4568,"['[CLS] nada [SEP]', array([   4., 1671.,    5.]), 0]","['[CLS] ese [SEP]', array([   4., 1672.,    5.]), 2.6261215424483453e-12]","['[CLS] favor [SEP]', array([   4., 1673.,    5.]), 1.0491940649615117e-11]","['[CLS] desde [SEP]', array([   4., 1668.,    5.]), 2.374866969745426e-11]","['[CLS] lugar [SEP]', array([   4., 1675.,    5.]), 4.186762048163928e-11]","['[CLS] mal [SEP]', array([   4., 1678.,    5.]), 1.27761579093999e-10]","['[CLS] sé [SEP]', array([   4., 1661.,    5.]), 2.6610236236734863e-10]","['[CLS] vida [SEP]', array([   4., 1688.,    5.]), 7.446312455527959e-10]","['[CLS] están [SEP]', array([   4., 1690.,    5.]), 9.279448320853589e-10]","['[CLS] ahora [SEP]', array([   4., 1649.,    5.]), 1.3067487092399688e-09]",nada!
4569,"['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 1.3473551496723246e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.5751877913139367e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 2.1177029241314926e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 2.3299406404220235e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 2.343533533899489e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 2.3476563026925135e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 2.6521740137397387e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.960142152565794e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 4.974323741802067e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 5.528958846312548e-08]",Policías
4570,"['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 4.846466450381115e-09]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 9.813722390283885e-09]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 1.1398033628040594e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.354800671649059e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 2.9572149062850883e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 3.106572088462656e-08]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 3.1177974535445685e-08]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 3.559950878528895e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 3.964100570019724e-08]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 3.9818246921896616e-08]",civiles
4571,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 7.028355675231523e-10]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 1.2887656497539979e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 8.744422252959794e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 8.770737025542985e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.0451593657201386e-07]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.190796398211404e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.5321508784491584e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.624236876165199e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.7411655706698355e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.5092497602539083e-07]",entrenados
4572,"['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 6.357703252746205e-10]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 1.1973554370214856e-09]","['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 8.667909334736379e-08]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 8.694108821760693e-08]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.0367929048626934e-07]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 3.176165429552569e-07]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 3.516756297283763e-07]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 3.608642692443098e-07]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 3.7253215601218415e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 4.491853541344071e-07]",pagados
4573,"['[CLS] oye [SEP]', array([4.000e+00, 9.578e+03, 5.000e+00]), 7.194544959787663e-11]","['[CLS] oh [SEP]', array([4.000e+00, 9.569e+03, 5.000e+00]), 7.968548043635337e-11]","['[CLS] hola [SEP]', array([4.00e+00, 9.05e+03, 5.00e+00]), 1.300440533036351e-09]","['[CLS] sr [SEP]', array([4.0000e+00, 2.1266e+04, 5.0000e+00]), 6.316588574417636e-08]","['[CLS] ud [SEP]', array([4.0000e+00, 2.2247e+04, 5.0000e+00]), 6.797313456541332e-08]","['[CLS] dios [SEP]', array([4.000e+00, 6.103e+03, 5.000e+00]), 7.708604299327959e-08]","['[CLS] aqui [SEP]', array([4.00e+00, 5.87e+03, 5.00e+00]), 9.430512770691735e-08]","['[CLS] quizás [SEP]', array([4.000e+00, 5.812e+03, 5.000e+00]), 9.909195075596955e-08]","['[CLS] quizá [SEP]', array([4.000e+00, 5.741e+03, 5.000e+00]), 1.0525032911878895e-07]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.4767255496206388e-07]",municipios
4574,"['[CLS] decir [SEP]', array([   4., 1631.,    5.]), 7.197897833322031e-11]","['[CLS] trabajo [SEP]', array([   4., 1642.,    5.]), 1.0226575142269212e-10]","['[CLS] ir [SEP]', array([   4., 1628.,    5.]), 1.8494605846797185e-10]","['[CLS] ven [SEP]', array([   4., 1645.,    5.]), 2.2925950027286035e-10]","['[CLS] mejor [SEP]', array([   4., 1627.,    5.]), 2.3436008689259324e-10]","['[CLS] ahora [SEP]', array([   4., 1649.,    5.]), 4.76013672923159e-10]","['[CLS] sé [SEP]', array([   4., 1661.,    5.]), 1.735061649910108e-09]","['[CLS] él [SEP]', array([   4., 1611.,    5.]), 1.8444321625565863e-09]","['[CLS] desde [SEP]', array([   4., 1668.,    5.]), 2.81891565645509e-09]","['[CLS] nada [SEP]', array([   4., 1671.,    5.]), 3.3601403881533543e-09]",Estados
4575,"['[CLS] eh [SEP]', array([4.000e+00, 4.824e+03, 5.000e+00]), 2.1971302555101602e-10]","['[CLS] debo [SEP]', array([4.000e+00, 4.667e+03, 5.000e+00]), 2.806080923178911e-10]","['[CLS] vaya [SEP]', array([4.000e+00, 4.875e+03, 5.000e+00]), 6.072112812560704e-10]","['[CLS] mira [SEP]', array([4.000e+00, 4.601e+03, 5.000e+00]), 9.40517441705424e-10]","['[CLS] cuidado [SEP]', array([4.000e+00, 4.499e+03, 5.000e+00]), 2.806699317403627e-09]","['[CLS] cariño [SEP]', array([4.00e+00, 4.38e+03, 5.00e+00]), 6.451375544891391e-09]","['[CLS] buenas [SEP]', array([4.000e+00, 5.259e+03, 5.000e+00]), 8.54834603103427e-09]","['[CLS] debes [SEP]', array([4.000e+00, 5.334e+03, 5.000e+00]), 1.093336443602766e-08]","['[CLS] pensé [SEP]', array([4.000e+00, 5.336e+03, 5.000e+00]), 1.0999999688898754e-08]","['[CLS] ves [SEP]', array([4.000e+00, 4.199e+03, 5.000e+00]), 1.5594855518052952e-08]",solución
4576,"['[CLS] policía [SEP]', array([   4., 2962.,    5.]), 1.1913181552358765e-10]","['[CLS] conmigo [SEP]', array([   4., 2912.,    5.]), 2.35056862862848e-10]","['[CLS] hemos [SEP]', array([   4., 2972.,    5.]), 2.578608437886487e-10]","['[CLS] esas [SEP]', array([   4., 2899.,    5.]), 4.974641809596392e-10]","['[CLS] mío [SEP]', array([   4., 2895.,    5.]), 5.983816775412265e-10]","['[CLS] dije [SEP]', array([   4., 2989.,    5.]), 6.112098605015603e-10]","['[CLS] importa [SEP]', array([   4., 3000.,    5.]), 9.166876147048697e-10]","['[CLS] cierto [SEP]', array([   4., 3015.,    5.]), 1.4277383719729642e-09]","['[CLS] alguna [SEP]', array([   4., 2859.,    5.]), 1.9496603220758857e-09]","['[CLS] cabeza [SEP]', array([   4., 3067.,    5.]), 4.000123454694915e-09]",largo
