Palabra 	 Primeras alineaciones 	 Segundas alineaciones 
🤫	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
títeres	[['títeres', 0], ['comento', 1.3503796068015106e-06], ['paren', 2.327597915185997e-06], ['presentas', 3.159846598821403e-06], ['SEA', 3.6150835032167095e-06]]	[['títeres', 0], ['comento', 1.3503796068015106e-06], ['paren', 2.327597915185997e-06], ['presentas', 3.159846598821403e-06], ['SEA', 3.6150835032167095e-06]]
Usted,	[['Usted,', 2.220446049250313e-16], ['primero,', 3.2788792236893016e-08], ['mano.', 1.859429106243482e-07], ['tema,', 2.3252079106583778e-07], ['trabajar?', 3.785660429578286e-07]]	[['Usted,', 0], ['primero,', 3.2788792236893016e-08], ['mano.', 1.859429106243482e-07], ['tema,', 2.3252079106583778e-07], ['trabajar?', 3.785660430688509e-07]]
ciego	[['ciego', 0], ['aliados', 9.992007221626409e-15], ['ave', 5.0182080713057076e-14], ['penas', 7.538414337204813e-14], ['Libertad', 1.5842882561400984e-13]]	[['ciego', 0], ['aliados', 9.769962616701378e-15], ['ave', 5.0182080713057076e-14], ['penas', 7.51620987671231e-14], ['Libertad', 1.5853984791647235e-13]]
cheque	[['cheque', 2.220446049250313e-16], ['presta', 1.0658141036401503e-14], ['reto', 2.942091015256665e-14], ['fotografía', 5.784261958297066e-14], ['limpiar', 7.571721027943568e-14]]	[['cheque', 0], ['presta', 1.0658141036401503e-14], ['reto', 2.9531932455029164e-14], ['fotografía', 5.784261958297066e-14], ['limpiar', 7.549516567451064e-14]]
cumpliendo	[['cumpliendo', 0], ['Saca', 5.551115123125783e-16], ['quedarán', 3.4416913763379853e-15], ['aporte', 5.10702591327572e-15], ['anunciar', 8.881784197001252e-15]]	[['cumpliendo', 0], ['Saca', 3.3306690738754696e-16], ['quedarán', 3.4416913763379853e-15], ['aporte', 4.884981308350689e-15], ['anunciar', 8.659739592076221e-15]]
repitiendo	[['repitiendo', 0], ['Falsa', 2.399239742434389e-07], ['PEOR', 3.261616460248362e-07], ['insultando', 3.3906388030580104e-07], ['gobernaba', 3.5859472446997387e-07]]	[['repitiendo', 0], ['Falsa', 2.399239744654835e-07], ['PEOR', 3.261616460248362e-07], ['insultando', 3.3906388052784564e-07], ['gobernaba', 3.5859472446997387e-07]]
República,	[['República,', 0], ['pasado,', 7.526562151305427e-09], ['social.', 1.0859120491701901e-08], ['buena.', 1.782583766152257e-07], ['seguro,', 3.7072589142983503e-07]]	[['República,', 0], ['pasado,', 7.526562151305427e-09], ['social.', 1.0859120491701901e-08], ['buena.', 1.78258376726248e-07], ['seguro,', 3.7072589154085733e-07]]
Habló	[['Habló', 0], ['tragedias', 6.748537040301983e-08], ['tenias', 3.142981586101712e-07], ['senadora', 1.621470460344554e-06], ['Neta', 1.9211536755880942e-06]]	[['Habló', 0], ['tragedias', 6.748537040301983e-08], ['tenias', 3.142981586101712e-07], ['senadora', 1.621470460344554e-06], ['Neta', 1.9211536755880942e-06]]
descarado	[['descarado', 2.220446049250313e-16], ['viviera', 4.790822072386902e-09], ['confianza,', 3.160662753742827e-08], ['investiguen', 9.486640695222093e-08], ['partidos.', 1.8688606107097883e-07]]	[['descarado', 0], ['viviera', 4.790822072386902e-09], ['confianza,', 3.160662764845057e-08], ['investiguen', 9.486640717426553e-08], ['partidos.', 1.8688606118200113e-07]]
Cuales	[['Cuales', 0], ['Ing.', 1.754310208212928e-08], ['opción,', 2.8722276890214005e-08], ['leer.', 1.1720091719347181e-07], ['cambiaste', 1.9729973055326866e-07]]	[['Cuales', 0], ['Ing.', 1.7543102304173885e-08], ['opción,', 2.8722276890214005e-08], ['leer.', 1.1720091730449411e-07], ['cambiaste', 1.9729973055326866e-07]]
Twitter.	[['Twitter', 0], ['Twitter.', 0], ['Twitter,', 0], ['twitter', 1.3964486446860214e-05], ['@_VicenteSerrano', 1.5488460212043087e-05]]	[['Twitter', 0], ['Twitter.', 0], ['Twitter,', 0], ['twitter', 1.3964486446860214e-05], ['@_VicenteSerrano', 1.5488460211932065e-05]]
todo!	[['todo!', 2.220446049250313e-16], ['eso!', 5.492289628650227e-07], ['ti.', 6.619092280946148e-07], ['mediocre', 9.252659953773446e-07], ['corran', 1.9509561766106742e-06]]	[['todo!', 0], ['eso!', 5.492289627540003e-07], ['ti.', 6.619092280946148e-07], ['mediocre', 9.252659951553e-07], ['corran', 1.9509561766106742e-06]]
UNAM	[['UNAM', 2.220446049250313e-16], ['harían', 1.5765166949677223e-14], ['nido', 4.18554080283684e-14], ['GN', 5.706546346573305e-14], ['erradicar', 8.770761894538737e-14]]	[['UNAM', 0], ['harían', 1.5765166949677223e-14], ['nido', 4.196643033083092e-14], ['GN', 5.728750807065808e-14], ['erradicar', 8.770761894538737e-14]]
estábamos	[['estábamos', 1.1102230246251565e-16], ['2018', 1.5731860258938468e-13], ['vuelva', 2.8066438062523957e-13], ['pensaba', 3.552713678800501e-13], ['fortalecer', 4.3876013933186186e-13]]	[['estábamos', 0], ['2018', 1.5720758028692217e-13], ['vuelva', 2.8066438062523957e-13], ['pensaba', 3.552713678800501e-13], ['fortalecer', 4.3876013933186186e-13]]
divide	[['divide', 0], ['caca', 1.5432100042289676e-14], ['Felicitaciones', 2.55351295663786e-14], ['diera', 4.5630166312093934e-14], ['sano', 6.183942247162122e-14]]	[['divide', 0], ['caca', 1.5432100042289676e-14], ['Felicitaciones', 2.55351295663786e-14], ['diera', 4.54081217071689e-14], ['sano', 6.183942247162122e-14]]
obra,	[['obra,', 2.220446049250313e-16], ['mamá,', 2.776671004234288e-09], ['alto,', 4.45425545336775e-08], ['norte,', 1.3563302814212364e-07], ['Sra.', 1.8459080775024006e-07]]	[['obra,', 0], ['mamá,', 2.776671004234288e-09], ['alto,', 4.45425545336775e-08], ['norte,', 1.3563302814212364e-07], ['Sra.', 1.8459080775024006e-07]]
enemigos	[['enemigos', 1.1102230246251565e-16], ['corta', 3.3306690738754696e-15], ['comprender', 1.354472090042691e-14], ['espacios', 8.415490526658687e-14], ['costo', 8.43769498715119e-14]]	[['enemigos', 0], ['corta', 3.3306690738754696e-15], ['comprender', 1.3655743202889425e-14], ['espacios', 8.415490526658687e-14], ['costo', 8.43769498715119e-14]]
club	[['club', 0], ['jugar', 4.658495811327157e-13], ['administración', 1.8607337892717624e-12], ['lejos', 2.5318636076576695e-12], ['manda', 3.305355988914016e-12]]	[['club', 0], ['jugar', 4.657385588302532e-13], ['administración', 1.860844811574225e-12], ['lejos', 2.531752585355207e-12], ['manda', 3.3052449666115535e-12]]
recomendación	[['recomendación', 0], ['solicitar', 3.885780586188048e-15], ['personajes', 6.228351168147128e-14], ['empieza', 9.71445146547012e-14], ['árboles', 2.481348460037225e-13]]	[['recomendación', 0], ['solicitar', 3.885780586188048e-15], ['personajes', 6.228351168147128e-14], ['empieza', 9.71445146547012e-14], ['árboles', 2.481348460037225e-13]]
nube	[['nube', 0], ['mostrando', 4.107825191113079e-15], ['carece', 1.0325074129013956e-14], ['león', 1.2989609388114332e-14], ['involucrados', 1.5987211554602254e-14]]	[['nube', 0], ['mostrando', 4.107825191113079e-15], ['carece', 1.0325074129013956e-14], ['león', 1.2989609388114332e-14], ['involucrados', 1.5987211554602254e-14]]
arrastrarse	[['arrastrarse', 0], ['olvida.', 3.5215117488718306e-09], ['neta.', 9.226512664994857e-09], ['espectaculares', 1.490155765448975e-08], ['circo,', 1.609545030589743e-08]]	[['arrastrarse', 0], ['olvida.', 3.5215117488718306e-09], ['neta.', 9.226512664994857e-09], ['espectaculares', 1.4901557543467447e-08], ['circo,', 1.609545030589743e-08]]
zorra	[['zorra', 0], ['sonora', 2.7755575615628914e-15], ['indicada', 6.328271240363392e-15], ['representados', 2.278177646530821e-13], ['dueños', 2.3880897259687117e-13]]	[['zorra', 0], ['sonora', 2.9976021664879227e-15], ['indicada', 6.328271240363392e-15], ['representados', 2.2792878695554464e-13], ['dueños', 2.389199948993337e-13]]
tipeja	[['tipeja', 2.220446049250313e-16], ['twit', 2.1296322267327916e-05], ['USTEDES', 5.6108959737621866e-05], ['@WeraReynoso', 0.0007291524065390353], ['PARTIDO', 0.0011829560097480485]]	[['tipeja', 0], ['twit', 2.1296322267772005e-05], ['USTEDES', 5.610895973595653e-05], ['@WeraReynoso', 0.0007291524065395905], ['PARTIDO', 0.001182956009746161]]
Tantos	[['Tantos', 0], ['ridículos', 6.717806644296331e-09], ['apoyas', 4.0376634335981265e-07], ['emociona', 6.497795776994053e-07], ['meten', 9.820596948983962e-07]]	[['Tantos', 0], ['ridículos', 6.717806644296331e-09], ['apoyas', 4.0376634335981265e-07], ['emociona', 6.497795776994053e-07], ['meten', 9.820596948983962e-07]]
bajado	[['bajado', 0], ['investiga', 4.218847493575595e-15], ['vergonzoso', 1.0658141036401503e-14], ['ningun', 1.865174681370263e-14], ['generosidad', 4.3298697960381105e-14]]	[['bajado', 0], ['investiga', 4.218847493575595e-15], ['vergonzoso', 1.0880185641326534e-14], ['ningun', 1.887379141862766e-14], ['generosidad', 4.3520742565306136e-14]]
😢	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
A.	[['A.', 1.1102230246251565e-16], ['loro', 4.2274541867115545e-08], ['!?', 1.9736475476150872e-07], ['SÍ', 1.9979730370156545e-07], ['¿de', 4.109344812208704e-07]]	[['A.', 0], ['loro', 4.227454175609324e-08], ['!?', 1.9736475465048642e-07], ['SÍ', 1.9979730359054315e-07], ['¿de', 4.109344811098481e-07]]
alzar	[['alzar', 0], ['TAN', 8.480363695717585e-07], ['TAL', 8.666555662006914e-07], ['arrastra', 1.35938584833184e-06], ['maroma', 2.12511782626823e-06]]	[['alzar', 0], ['TAN', 8.480363695717585e-07], ['TAL', 8.666555662006914e-07], ['arrastra', 1.35938584833184e-06], ['maroma', 2.12511782626823e-06]]
congruente,	[['congruente', 0], ['congruente,', 0], ['@pedroferriz3', 3.1985419638447254e-06], ['@ClaudioXGG', 7.400253489109332e-06], ['@GN_MEXICO_', 1.1973634888140516e-05]]	[['congruente', 0], ['congruente,', 0], ['@pedroferriz3', 3.1985419638447254e-06], ['@ClaudioXGG', 7.400253489109332e-06], ['@GN_MEXICO_', 1.1973634888140516e-05]]
manifestación	[['manifestación', 0], ['competir', 5.551115123125783e-16], ['pensamos', 1.176836406102666e-14], ['Miles', 1.687538997430238e-14], ['confirmar', 2.986499936241671e-14]]	[['manifestación', 0], ['competir', 3.3306690738754696e-16], ['pensamos', 1.1657341758564144e-14], ['Miles', 1.6653345369377348e-14], ['confirmar', 2.986499936241671e-14]]
panfleto	[['panfleto', 0], ['refinando', 2.5091898004481195e-05], ['gringos', 8.636159879316097e-05], ['Noroña', 0.00036107947205632485], ['Orgullo', 0.0004070264803611723]]	[['panfleto', 0], ['refinando', 2.5091898004481195e-05], ['gringos', 8.636159879316097e-05], ['Noroña', 0.00036107947205632485], ['Orgullo', 0.0004070264803611723]]
señorita	[['señorita', 0], ['excelente', 5.4067861299245124e-14], ['investigaciones', 5.417888360170764e-14], ['creen', 9.614531393253856e-14], ['venga', 1.5021317523178368e-13]]	[['señorita', 0], ['excelente', 5.417888360170764e-14], ['investigaciones', 5.417888360170764e-14], ['creen', 9.603429163007604e-14], ['venga', 1.5021317523178368e-13]]
arco	[['arco', 2.220446049250313e-16], ['rescate', 8.881784197001252e-16], ['desapareció', 4.218847493575595e-15], ['contento', 4.218847493575595e-15], ['desgracia', 2.6201263381153694e-14]]	[['arco', 0], ['rescate', 8.881784197001252e-16], ['desapareció', 4.218847493575595e-15], ['contento', 4.218847493575595e-15], ['desgracia', 2.631228568361621e-14]]
perdimos	[['perdimos', 2.220446049250313e-16], ['presidentes', 7.66053886991358e-15], ['gabinete', 4.04121180963557e-14], ['vacuna', 5.140332604014475e-14], ['inundaciones', 7.005507285384738e-14]]	[['perdimos', 0], ['presidentes', 7.66053886991358e-15], ['gabinete', 4.063416270128073e-14], ['vacuna', 5.140332604014475e-14], ['inundaciones', 7.005507285384738e-14]]
parientes	[['parientes', 0], ['nacer', 1.1102230246251565e-15], ['Deje', 1.3877787807814457e-14], ['héroes', 1.3877787807814457e-14], ['Sigo', 1.8096635301390052e-14]]	[['parientes', 0], ['nacer', 1.1102230246251565e-15], ['Deje', 1.3766765505351941e-14], ['héroes', 1.3766765505351941e-14], ['Sigo', 1.8096635301390052e-14]]
transformación,	[['transformación,', 0], ['corrupción"', 2.1766118907251553e-09], ['barbaridad', 5.237396827340035e-08], ['paleros', 6.839787247692186e-08], ['vialidades', 9.527205080406276e-08]]	[['transformación,', 0], ['corrupción"', 2.1766118907251553e-09], ['barbaridad', 5.2373968495444956e-08], ['paleros', 6.839787236589956e-08], ['vialidades', 9.527205080406276e-08]]
vocación	[['vocación', 2.220446049250313e-16], ['ofender', 5.662137425588298e-15], ['escritora', 5.5067062021407764e-14], ['ahorros', 7.682743330406083e-14], ['juegan', 8.282263763703668e-14]]	[['vocación', 0], ['ofender', 5.440092820663267e-15], ['escritora', 5.473399511402022e-14], ['ahorros', 7.671641100159832e-14], ['juegan', 8.271161533457416e-14]]
Saca	[['Saca', 0], ['cumpliendo', 5.551115123125783e-16], ['quedarán', 1.3322676295501878e-15], ['aporte', 8.881784197001252e-15], ['anunciar', 1.3766765505351941e-14]]	[['Saca', 0], ['cumpliendo', 3.3306690738754696e-16], ['quedarán', 1.1102230246251565e-15], ['aporte', 8.881784197001252e-15], ['anunciar', 1.3766765505351941e-14]]
🤣😂🤣	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
profunda	[['profunda', 2.220446049250313e-16], ['gato', 7.771561172376096e-15], ['llevando', 3.1308289294429414e-14], ['concierto', 9.57012247226885e-14], ['invitados', 9.603429163007604e-14]]	[['profunda', 0], ['gato', 7.993605777301127e-15], ['llevando', 3.1308289294429414e-14], ['concierto', 9.592326932761353e-14], ['invitados', 9.625633623500107e-14]]
prácticamente	[['prácticamente', 0], ['caminar', 6.328271240363392e-14], ['atacar', 1.2445600106048005e-13], ['referente', 1.6253665080512292e-13], ['paquete', 2.0483614804334138e-13]]	[['prácticamente', 0], ['caminar', 6.328271240363392e-14], ['atacar', 1.2423395645555502e-13], ['referente', 1.6253665080512292e-13], ['paquete', 2.0483614804334138e-13]]
Hidalgo,	[['Hidalgo,', 0], ['alabar', 3.055089514703013e-11], ['VEZ', 1.976321661878444e-09], ['orate', 2.0232346908954923e-09], ['alaban', 4.5664948489232415e-08]]	[['Hidalgo,', 0], ['alabar', 3.055089514703013e-11], ['VEZ', 1.976321661878444e-09], ['orate', 2.0232346908954923e-09], ['alaban', 4.566494837821011e-08]]
responsabilidades	[['responsabilidades', 0], ['Dr.', 7.611057339929062e-09], ['admiro', 1.0347869783267072e-08], ['señora.', 2.0183032245491006e-08], ['sola.', 1.0998286059660245e-07]]	[['responsabilidades', 0], ['Dr.', 7.611057450951364e-09], ['admiro', 1.0347869894289374e-08], ['señora.', 2.0183032245491006e-08], ['sola.', 1.0998286059660245e-07]]
escrúpulos	[['escrúpulos', 0], ['ahhh', 9.554285717028321e-07], ['Chtpm', 1.4397399249466147e-06], ['Jajaja', 6.8080633575107186e-06], ['Jajajaja', 6.8080633575107186e-06]]	[['escrúpulos', 0], ['ahhh', 9.554285718138544e-07], ['Chtpm', 1.4397399249466147e-06], ['Jajaja', 6.8080633575107186e-06], ['Jajajaja', 6.8080633575107186e-06]]
Mary	[['Mary', 0], ['aprobó', 4.3431924723336124e-13], ['nació', 5.520028878436278e-13], ['comienza', 1.152966611073225e-12], ['causas', 2.981503932630858e-12]]	[['Mary', 0], ['aprobó', 4.3431924723336124e-13], ['nació', 5.521139101460903e-13], ['comienza', 1.152966611073225e-12], ['causas', 2.9816149549333204e-12]]
pinchi	[['pinchi', 0], ['jaguar', 2.6034870270752464e-07], ['humanista', 2.5909827496839455e-06], ['CARGO', 2.8547962782621283e-06], ['AHORA', 3.430027572415284e-06]]	[['pinchi', 0], ['jaguar', 2.6034870259650233e-07], ['humanista', 2.590982749461901e-06], ['CARGO', 2.8547962782621283e-06], ['AHORA', 3.430027572415284e-06]]
👏🏽👏🏽👏🏽	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
que.	[['que.', 1.1102230246251565e-16], ['¿que', 8.376090177009132e-08], ['¿en', 1.716455517719595e-07], [':(', 2.417806246324261e-07], ['"no', 3.9015225528071795e-07]]	[['que.', 0], ['¿que', 8.376090177009132e-08], ['¿en', 1.716455516609372e-07], [':(', 2.417806246324261e-07], ['"no', 3.9015225528071795e-07]]
millones,	[['millones,', 0], ['mas,', 4.2482094286810934e-08], ['dicho.', 4.105783111274519e-07], ['dice.', 9.033334090746692e-07], ['dice,', 1.06801503207965e-06]]	[['millones,', 0], ['mas,', 4.2482094286810934e-08], ['dicho.', 4.105783111274519e-07], ['dice.', 9.033334090746692e-07], ['dice,', 1.06801503207965e-06]]
amigos,	[['amigos,', 0], ['capacidad,', 4.066319281292863e-09], ['mentadas', 1.226967635270526e-07], ['realidad.', 1.4102594314557848e-07], ['manita', 1.6095053290143824e-07]]	[['amigos,', 0], ['capacidad,', 4.066319281292863e-09], ['mentadas', 1.226967636380749e-07], ['realidad.', 1.4102594336762309e-07], ['manita', 1.6095053312348284e-07]]
año.	[['año.', 0], ['mujer.', 3.166902118323378e-08], ['uno,', 5.1617244367641035e-08], ['Bueno,', 3.3528145559902356e-07], ['día.', 5.080183778094494e-07]]	[['año.', 0], ['mujer.', 3.1669021294256083e-08], ['uno,', 5.1617244367641035e-08], ['Bueno,', 3.3528145559902356e-07], ['día.', 5.08018378031494e-07]]
#15DeSeptiembre	[['#15DeSeptiembre', 0], ['#YoDefiendoAlINE', 3.9462823519187396e-05], ['#4T', 0.0001413427752177121], ['#PresidenteDeMéxico', 0.00021337172856161768], ['#EsClaudia', 0.0002417013514504074]]	[['#15DeSeptiembre', 0], ['#YoDefiendoAlINE', 3.946282351940944e-05], ['#4T', 0.00014134277521760108], ['#PresidenteDeMéxico', 0.0002133717285617287], ['#EsClaudia', 0.0002417013514505184]]
tenerla	[['tenerla', 0], ['preocupen', 1.709743457922741e-14], ['respete', 3.452793606584237e-14], ['honrar', 1.0025313912365164e-13], ['consejeros', 1.2434497875801753e-13]]	[['tenerla', 0], ['preocupen', 1.709743457922741e-14], ['respete', 3.47499806707674e-14], ['honrar', 1.0047518372857667e-13], ['consejeros', 1.2445600106048005e-13]]
arda	[['arda', 0], ['mi,', 4.175641641346317e-07], ['votan', 3.1782651559453257e-06], ['podrido', 6.20099907755467e-06], ['delegada', 8.09503557963609e-06]]	[['arda', 0], ['mi,', 4.175641640236094e-07], ['votan', 3.1782651558343034e-06], ['podrido', 6.20099907755467e-06], ['delegada', 8.095035579525067e-06]]
DF	[['DF', 0], ['alv', 3.96126320634238e-09], ['porq', 3.077118626571007e-08], ['Tv', 1.4623040911487806e-07], ['dr', 4.148658487856949e-07]]	[['DF', 0], ['alv', 3.96126320634238e-09], ['porq', 3.077118626571007e-08], ['Tv', 1.4623040911487806e-07], ['dr', 4.148658487856949e-07]]
relevante	[['relevante', 0], ['aspira', 6.772360450213455e-15], ['ética', 9.658940314238862e-15], ['miren', 4.618527782440651e-14], ['veas', 8.826273045769994e-14]]	[['relevante', 0], ['aspira', 6.8833827526759706e-15], ['ética', 9.880984919163893e-15], ['miren', 4.6074255521943996e-14], ['veas', 8.826273045769994e-14]]
👇👇	[['🤣', 2.220446049250313e-16], ['vergüenza', 2.220446049250313e-16], ['😂', 2.220446049250313e-16], ['🤣🤣🤣', 2.220446049250313e-16], ['😂😂😂', 2.220446049250313e-16]]	[['🤣', 0], ['vergüenza', 0], ['😂', 0], ['🤣🤣🤣', 0], ['😂😂😂', 0]]
