palabra,primera N1,segunda N1,tercera N1,cuarta N1,quinta N1
doce,"['doce', 0]","['llena', 3.885780586188048e-15]","['hubiese', 3.4083846855992306e-14]","['nación', 1.851852005074761e-13]","['siga', 1.857403120197887e-13]"
ineptos.,"['ineptos', 0]","['ineptos,', 0]","['ineptos.', 0]","['Chairos', 0.00015280259513972272]","['aplauden', 0.00046412728519362734]"
encuesta.,"['encuesta.', 0]","['renuncia.', 1.2421530470874131e-10]","['burbuja', 1.1232338836819622e-08]","['peores.', 3.705800577513685e-08]","['corruptas', 6.241646743898599e-08]"
@maca_online,"['@maca_online', 0]","['Michoacán,', 0.0008106209323286429]","['Michoacán', 0.0008106209323286429]","['@carlosalazraki', 0.0015182826244228842]","['chihuahua', 0.0017046169792379606]"
familias.,"['familias.', 0]","['anteriores.', 4.8597633695024456e-09]","['públicos,', 7.953059855125844e-08]","['contrario.', 2.172988311510693e-07]","['asquerosa', 2.636970989344789e-07]"
luche,"['luche', 0]","['costal', 2.2098713081675214e-07]","['expresidentes', 1.5903024060959225e-06]","['bloquea', 1.979937938711984e-06]","['¿Cuánto', 5.015224777693561e-06]"
mercados,"['mercados', 0]","['oficiales', 2.708944180085382e-14]","['original', 6.742384428548576e-13]","['comprar', 6.767919558114954e-13]","['estrategia', 1.3206102877916237e-12]"
complejos,"['complejos', 0]","['Sigo', 1.1102230246251565e-15]","['Deje', 2.4424906541753444e-15]","['parientes', 2.8199664825478976e-14]","['despues', 3.397282455352979e-14]"
lavadero.,"['lavadero.', 0]","['arrabalera', 8.83010014907093e-06]","['asquerosa.', 0.00026730691098808546]","['asquerosa,', 0.00028042160352015344]","['incompetente,', 0.0006021332563381776]"
MAMES,"['MAMES', 0]","['votará', 2.0273375200829946e-09]","['votaré', 2.7585008721686677e-09]","['votara', 2.0313453363840495e-08]","['inepta', 3.580232926791993e-07]"
mensaje?,"['mensaje?', 0]","['fondo,', 1.557393014550712e-08]","['etc.', 2.851145008975209e-08]","['ciudadanos,', 3.4697962392193915e-08]","['político.', 4.0403141055023184e-08]"
entregaron,"['entregaron', 0]","['moralmente', 5.67561472264444e-08]","['cabecita', 1.0781148573890675e-07]","['voto.', 1.4638305390057837e-07]","['saquearon', 3.1182885640301805e-07]"
S.,"['S.', 0]","['es.', 1.115303979171145e-07]","['(por', 1.8404675550254268e-07]","['?,', 2.1024011787051933e-07]","['porra', 3.698409142272041e-07]"
Andres,"['Andres', 0]","['desaparezcan', 1.2029476692543284e-07]","['Ches', 4.1101127157272543e-07]","['¿Usted', 2.183474892669679e-06]","['VIVA', 2.385164073803736e-06]"
PASA,"['PASA', 0]","['DIA', 9.016520974292064e-09]","['seras', 9.972273118385999e-09]","['Saquen', 6.957980982491563e-07]","['feas', 1.1342228859456682e-06]"
jaladas,"['jaladas', 0]","['cambien', 1.0126041495306382e-06]","['cambies', 1.0327348719529894e-06]","['abrazos', 1.6041112392839452e-06]","['ilusa', 1.7446344245941603e-06]"
🤢🤢🤢,"['🤣', 0]","['vergüenza', 0]","['😂', 0]","['🤣🤣🤣', 0]","['😂😂😂', 0]"
¡Muchas,"['¡Muchas', 0]","['Justicia', 1.2037497498784688e-07]","['descaro', 3.983796089679359e-07]","['Jamás', 2.142549273220773e-06]","['calzones', 2.3477098125557205e-06]"
bloque,"['bloque', 0]","['cuánto', 1.2989609388114332e-14]","['cámara', 3.2218672174622043e-13]","['tendrán', 4.642952688982405e-13]","['tareas', 6.293854326600012e-13]"
héroe,"['héroe', 0]","['entrevista', 2.886579864025407e-15]","['interesa', 2.708944180085382e-14]","['muestras', 2.708944180085382e-14]","['ilegal', 7.494005416219807e-14]"
TAL,"['TAL', 0]","['TAN', 1.0109246773026825e-10]","['HAGA', 6.462529514861259e-07]","['alzar', 8.666555662006914e-07]","['maroma', 2.918289644493477e-06]"
mirada,"['mirada', 0]","['mental', 9.325873406851315e-15]","['silla', 5.795364188543317e-14]","['domingo', 8.337774914934926e-14]","['identificar', 1.13464793116691e-13]"
"Entonces,","['Entonces,', 0]","['tienen.', 1.3719921865273932e-09]","['30%', 8.340975332643552e-08]","['derecho,', 1.3538874121810096e-07]","['nunca.', 6.002323273968102e-07]"
Atte:,"['Atte:', 0]","['etc.,', 0.00014545662906739754]","['etc...', 0.00015120053313877335]","['Alito?', 0.0001517458435362773]","['Alito,', 0.00024853180564099464]"
Dios.,"['Dios.', 0]","['hecho.', 2.800480847220399e-08]","['estado,', 4.547795440235092e-08]","['ciudad?', 3.822331066105633e-07]","['12.', 4.499754328035621e-07]"
mejore,"['burla', 0]","['mejore', 0]","['puros', 2.220446049250313e-16]","['llevaste', 1.1546319456101628e-14]","['imbéciles', 1.27675647831893e-14]"
",la","[',la', 0]","['si!', 1.3448110858238493e-07]","['¿no', 1.2284894556069403e-06]","['tipa', 3.197659333875613e-06]","['humanismo', 3.82053554548456e-06]"
regreses,"['regreses', 0]","['vecindad', 5.88418203051333e-15]","['andas', 9.547918011776346e-15]","['cabrones', 1.9206858326015208e-14]","['opositores', 3.608224830031759e-14]"
sentido.,"['sentido.', 0]","['semana,', 3.5691178901231524e-09]","['realidad,', 4.062257830117488e-08]","['armas,', 1.5682076059952976e-07]","['atención.', 2.097181055482622e-07]"
terminada.,"['terminada.', 0]","['pedos', 1.7549225406199298e-09]","['gobernar.', 2.6086023341420628e-09]","['Literal', 7.912907884488618e-09]","['alabando', 1.3304137125302873e-08]"
creíble,"['creíble', 0]","['pretender', 6.328271240363392e-15]","['Ahh', 1.4099832412739488e-14]","['traten', 3.68594044175552e-14]","['farsa', 5.10702591327572e-14]"
prepotente,"['prepotente', 0]","['@GN_MEXICO_', 9.466466878271795e-06]","['congruente', 1.5819343744283287e-05]","['congruente,', 1.5819343744283287e-05]","['cochinero', 2.3496365840869338e-05]"
"?,","['?,', 0]","['porra', 2.7798000568068915e-08]","['(por', 6.212485315071348e-08]","['si?', 1.5691182653210234e-07]","['S.', 2.1024011787051933e-07]"
NOSOTROS,"['NOSOTROS', 0]","['PENDEJA', 0.0010701257864980107]","['Mujica', 0.0013508492431686392]","['FALTA', 0.0016644079618933771]","['lárgate', 0.0024271870208577573]"
Porfirio,"['Porfirio', 0]","['GRANDE', 0.00010265314053392594]","['MADRE', 0.0005515282243502284]","['hipócritas', 0.0015465457964537466]","['hipócritas,', 0.0015465457964537466]"
(por,"['(por', 0]","['?,', 6.212485315071348e-08]","['porra', 7.875419782976678e-08]","['S.', 1.8404675550254268e-07]","['si?', 2.3791993331023775e-07]"
"Jaja,","['Jaja', 0]","['Jaja,', 0]","['@TrenMayaMX', 7.916066641411312e-06]","['@LuisaAlcalde', 8.214176717491473e-05]","['JAMAS', 0.00010248560581715971]"
Asquerosa,"['Asquerosa', 0]","['@MetroCDMX', 0.0001397285603980114]","['@CanalCongreso', 0.0001493211884027179]","['@AlfonsoDurazo', 0.00015238581765042447]","['@LauraImelPerezS', 0.0001525907736872334]"
nooo,"['nooo', 0]","['gob', 2.4835622824959103e-07]","['patito', 8.87876883126637e-07]","['Lilly', 1.5978571491492843e-06]","['DEBE', 1.934622820276566e-06]"
@TuisterNoticias,"['@TuisterNoticias', 0]","['Cuauhtémoc', 6.503948682123895e-05]","['gárgola', 0.0002781004433350942]","['dedíquese', 0.00043897164233219765]","['urraca', 0.0005908946172031859]"
pecho,"['pecho', 0]","['vídeo', 2.1094237467877974e-15]","['pasará', 8.659739592076221e-15]","['rostro', 1.9539925233402755e-14]","['Pública', 3.4861002973229915e-14]"
probable,"['probable', 0]","['hacerse', 6.328271240363392e-15]","['celebración', 2.5202062658991053e-14]","['Manuel', 5.651035195342047e-14]","['aeropuerto', 5.651035195342047e-14]"
fracasada,"['fracasada', 0]","['corrupción?', 8.544334462179393e-09]","['paga,', 2.92336207463606e-08]","['comentarios.', 3.977476992211848e-08]","['inteligencia.', 7.451866723684475e-08]"
Lamento,"['Lamento', 0]","['Ojalá', 9.325873406851315e-15]","['cientos', 5.839773109528323e-14]","['ase', 1.8851586958135158e-13]","['identificar', 2.325917236589703e-13]"
muerde,"['muerde', 0]","['Bien,', 1.0615493617471827e-07]","['otro,', 1.8720084160595007e-07]","['información,', 3.413938629570623e-07]","['gastas', 3.9258615436299493e-07]"
Ángel,"['Ángel', 0]","['vdd', 6.277759911910152e-08]","['caben', 1.0657883047215932e-06]","['priísta', 1.3426002554162153e-06]","['Manu', 1.4725722256025975e-06]"
ganarle,"['ganarle', 0]","['43%', 8.572846765808606e-09]","['cuentas?', 4.873904035918031e-08]","['besando', 8.38566115435313e-08]","['Diputada', 3.1327705962702623e-07]"
muerto.,"['muerto.', 0]","['sociedad.', 1.2407936678116016e-08]","['trabajar,', 1.5338679437704172e-08]","['claro,', 3.205207621537198e-08]","['autoridades,', 6.921509509982826e-08]"
pez,"['pez', 0]","['daba', 5.551115123125783e-15]","['santo', 1.4133139103478243e-13]","['Pueblo', 3.1752378504279477e-13]","['emperador', 3.611555499105634e-13]"
desapareció,"['desapareció', 0]","['arco', 4.218847493575595e-15]","['rescate', 9.547918011776346e-15]","['contento', 1.687538997430238e-14]","['desgracia', 5.1736392947532295e-14]"
"blanco,","['blanco,', 0]","['amo,', 4.464474878673741e-08]","['atenta', 9.248865573407983e-08]","['respeto.', 1.4353953692314292e-07]","['peor.', 2.2316253267540276e-07]"
Cárcel,"['Cárcel', 0]","['leíste', 1.7260455842382783e-08]","['cómica', 2.9319820682438547e-08]","['Luna,', 5.428133764695531e-08]","['ridículo.', 7.644961663721972e-08]"
habemos,"['habemos', 0]","['nadamás', 8.775919230208373e-07]","['traga', 1.9379797515650665e-06]","['¿No', 2.9906050075245716e-06]","['votando', 3.111784294129727e-06]"
respeten,"['respeten', 0]","['reclamar', 3.3306690738754696e-16]","['desear', 3.3306690738754696e-16]","['acompañar', 2.3314683517128287e-15]","['tendríamos', 1.3877787807814457e-14]"
rica,"['rica', 0]","['cuáles', 1.2212453270876722e-14]","['Música', 6.228351168147128e-14]","['pertenecen', 7.682743330406083e-14]","['cercana', 7.716050021144838e-14]"
Bonita,"['Bonita', 0]","['preparadas', 2.220446049250313e-16]","['caravana', 9.992007221626409e-16]","['distraer', 8.881784197001252e-15]","['Hechos', 1.432187701766452e-14]"
décadas.,"['décadas.', 0]","['presidencia,', 1.0658662841223077e-09]","['mames', 1.3140679655521126e-09]","['criminal.', 1.3238200535781175e-09]","['López.', 1.8015356983980269e-09]"
PUESTO,"['PUESTO', 0]","['TIEMPO', 0.00024423477085777634]","['PUEBLO', 0.0006905688642803165]","['PUEBLO.', 0.0006905688642803165]","['PUEBLO,', 0.0006905688642803165]"
moda,"['moda', 0]","['Felipe', 3.275157922644212e-14]","['encargo', 6.428191312579656e-14]","['protocolo', 1.0624834345662748e-13]","['enfrentar', 1.5876189252139739e-13]"
"conservadores,","['conservadores,', 0]","['violadores', 5.507989619957243e-10]","['inmobiliario?', 1.6652135226280507e-09]","['caprichos', 1.0119375271067099e-07]","['INE,', 1.4683176530194686e-07]"
atraer,"['atraer', 0]","['Tener', 8.548717289613705e-15]","['pedirle', 5.384581669432009e-14]","['esperanzas', 1.9462209621678994e-13]","['Ricardo', 2.37698749572246e-13]"
DIGA,"['DIGA', 0]","['PRESIDENCIA', 1.9136607798397876e-07]","['ESAS', 2.6149258384178253e-06]","['plátano', 5.228544672886137e-06]","['eso?', 5.926277659162871e-06]"
INEPTOS,"['INEPTOS', 0]","['pacotilla', 0.00024877539566348084]","['burlándose', 0.0005023580926589721]","['refinerías', 0.0005714891432958558]","['refineria', 0.0015145118621315845]"
contento,"['contento', 0]","['rescate', 9.992007221626409e-16]","['arco', 4.218847493575595e-15]","['desgracia', 9.547918011776346e-15]","['desapareció', 1.687538997430238e-14]"
Tener,"['Tener', 0]","['atraer', 8.548717289613705e-15]","['pedirle', 1.0547118733938987e-13]","['sienten', 1.9340085088970227e-13]","['esperanzas', 2.849942504212777e-13]"
confirmar,"['confirmar', 0]","['pensamos', 4.218847493575595e-15]","['contando', 1.1657341758564144e-14]","['competir', 2.275957200481571e-14]","['manifestación', 2.986499936241671e-14]"
"PUEBLO,","['PUEBLO', 0]","['PUEBLO.', 0]","['PUEBLO,', 0]","['HECHO', 7.950526622213516e-05]","['TIEMPO', 0.0003890089755528292]"
"derecho,","['derecho,', 0]","['tienen.', 1.1184144133036256e-07]","['Entonces,', 1.3538874121810096e-07]","['nunca.', 1.6558836457569726e-07]","['30%', 4.222194737169005e-07]"
perder.,"['perder.', 0]","['presupuesto,', 7.049579808793283e-10]","['opinión,', 7.485017938790861e-09]","['adelante,', 2.5756729638004572e-08]","['LIBRE', 7.353633088014178e-07]"
@lorenamendezd,"['@lorenamendezd', 0]","['@LaydaSansores', 8.343298490087747e-06]","['@JulietaRamirezP', 1.6197205115586755e-05]","['@Julieta_Kristal', 1.6197205115586755e-05]","['fifis', 3.947785636937429e-05]"
Veremos,"['Veremos', 0]","['apellidos', 0]","['perdidas', 2.1094237467877974e-15]","['obsesión', 2.7422508708241367e-14]","['manada', 3.697042672001771e-14]"
disponer,"['disponer', 0]","['quitar', 6.772360450213455e-15]","['obligatorio', 6.772360450213455e-15]","['perfil', 1.5432100042289676e-14]","['estaciones', 2.731148640577885e-14]"
70%,"['70%', 0]","['kakas', 4.6867249858806304e-08]","['JAJAJA', 2.8733898460586715e-07]","['JAJAJAJA', 2.8733898460586715e-07]","['JAJAJAJAJA', 2.8733898460586715e-07]"
"Peña,","['Peña,', 0]","['grito.', 2.7634483590333048e-09]","['Calderon', 3.250208435723323e-08]","['Cuente', 4.043959067612235e-08]","['fecal', 4.5908461143717716e-08]"
vigente,"['vigente', 0]","['diría', 1.942890293094024e-14]","['descanso', 7.793765632868599e-14]","['cuello', 1.7530421558831222e-13]","['hermoso', 2.3869795029440866e-13]"
equivocado,"['equivocado', 0]","['explicar', 5.889733145636455e-13]","['pocas', 6.871170299405094e-13]","['suya', 9.14379683081279e-13]","['vías', 9.209299989265674e-13]"
periodista.,"['periodista.', 0]","['Uds.', 2.3479441724205685e-09]","['moral,', 1.6279805947760906e-08]","['bajaste', 6.767080595881936e-08]","['votaria', 6.906447114207737e-08]"
presidenciable?,"['presidenciable?', 0]","['presidenciable,', 9.019177607427764e-06]","['presidenciable.', 1.2352513879210214e-05]","['Circo,', 0.0001159621562349944]","['cubrebocas', 0.00011683785367866406]"
quieren.,"['quieren.', 0]","['debate.', 8.513928118070169e-09]","['solución,', 1.2618371347805635e-08]","['demente', 5.6360729860926995e-08]","['gata', 1.1592144255612169e-07]"
mugrena,"['mugrena', 0]","['@SalmaLuevano', 0.000478421666706752]","['SIRVE', 0.0005619150468705314]","['SENADO', 0.0008564739376912822]","['@ruizmassieu', 0.0012817380962144576]"
insulte,"['insulte', 0]","['noticia,', 1.0992392551756325e-09]","['suyo.', 4.272217168921344e-08]","['insulto', 1.6332088148551804e-07]","['chillar', 1.6761420451594233e-07]"
psiquiatra.,"['psiquiatra.', 0]","['besarle', 6.804463770215818e-09]","['presumiendo', 6.145343278696203e-08]","['Claudia!', 6.20221551894673e-08]","['Respeto', 8.363251025045315e-08]"
física.,"['física.', 0]","['NO.', 5.3017014112199945e-09]","['Representas', 1.530831916785047e-08]","['cerebro.', 5.445872530707163e-08]","['librito', 9.00726845332045e-08]"
PA,"['PA', 0]","['cerdo', 5.218048215738236e-15]","['limitada', 2.042810365310288e-14]","['vienes', 1.035838081975271e-13]","['esconder', 1.5432100042289676e-13]"
deseando,"['deseando', 0]","['mochila', 2.220446049250313e-15]","['pretexto', 7.438494264988549e-15]","['Benito', 1.3877787807814457e-14]","['cómplice', 3.863576125695545e-14]"
sueños.,"['sueños.', 0]","['comiste', 2.362069206895967e-09]","['transformación?', 5.888487808469733e-09]","['2018.', 4.44925867260082e-08]","['presidenciable', 6.378213024405e-08]"
descalificar,"['descalificar', 0]","['PUEDEN', 0.0010224814670006799]","['Téllez', 0.0010234833686467715]","['Téllez,', 0.0010234833686467715]","['Téllez.', 0.0010234833686467715]"
compren,"['compren', 0]","['internacionales', 7.44737604918555e-13]","['principal', 2.9756197506003446e-12]","['UN', 4.675149156696534e-12]","['Nacional', 6.687317366527168e-12]"
apellidos,"['Veremos', 0]","['apellidos', 0]","['perdidas', 2.9976021664879227e-15]","['obsesión', 2.9753977059954195e-14]","['manada', 3.930189507173054e-14]"
bebés,"['bebés', 0]","['cómodo', 8.326672684688674e-15]","['exista', 1.9095836023552692e-14]","['Menos', 3.3861802251067274e-14]","['empleos', 4.318767565791859e-14]"
emergencia.,"['emergencia.', 0]","['impuestos?', 2.800367049360375e-09]","['cuánta', 2.8350803926713297e-09]","['expresión,', 4.442916257119123e-09]","['cenado', 5.4254122416885764e-08]"
ingeniería,"['ingeniería', 0]","['orgullo', 2.886579864025407e-15]","['Vicente', 1.199040866595169e-14]","['hables', 1.2212453270876722e-14]","['Cuántas', 6.161737786669619e-14]"
compró,"['compró', 0]","['caminando', 5.551115123125783e-16]","['federales', 7.771561172376096e-16]","['vean', 5.662137425588298e-15]","['Bravo', 4.085620730620576e-14]"
acostumbrada,"['acostumbrada', 0]","['mentales.', 1.893173950939797e-08]","['mentales,', 2.56007686161297e-08]","['bancada', 4.8221747150911654e-08]","['festejo', 5.564500582533327e-08]"
colectivo,"['colectivo', 0]","['estaré', 3.552713678800501e-15]","['unión', 1.3988810110276972e-14]","['Simplemente', 3.1308289294429414e-14]","['Miren', 1.6975310046518644e-13]"
protector,"['protector', 0]","['contratar', 1.6653345369377348e-15]","['permisos', 3.774758283725532e-15]","['dedica', 2.6867397195928788e-14]","['presenten', 5.0959236830294685e-14]"
cercana,"['cercana', 0]","['rica', 7.716050021144838e-14]","['pagado', 7.738254481637341e-14]","['cuáles', 1.511013536514838e-13]","['Música', 2.7822188997106423e-13]"
jajajaa,"['jajajaja', 0]","['jajaja', 0]","['jajajajaja', 0]","['jajajajajaja', 0]","['jajajajajajaja', 0]"
madre!!,"['madre!!!', 0]","['madre!!', 0]","['NUESTRO', 0.00043040294619856034]","['NUESTROS', 0.00043040294619856034]","['Amlo,', 0.0006625016372431292]"
¿Lo,"['¿Lo', 0]","['Sobretodo', 5.040195468319908e-06]","['AHI', 6.593905854557214e-06]","['burradas', 6.966371978944785e-06]","['CHTM', 8.736911713325135e-06]"
Orizaba,"['Orizaba', 0]","['PERO', 1.0933550098624067e-06]","['alertas', 1.574554523209315e-06]","['saquen', 1.8527849466876134e-06]","['saqueo', 1.894014660552834e-06]"
Tik,"['Tik', 0]","['voz,', 1.8877611696055396e-09]","['Terrible', 8.152414110451645e-08]","['ciudadanos.', 9.863720584757374e-08]","['dices,', 1.0512140824481264e-07]"
deberá,"['deberá', 0]","['presupuesto', 6.394884621840902e-14]","['abajo', 2.5646151868841116e-13]","['entidades', 5.774269951075439e-13]","['opinión', 1.0231815394945443e-12]"
puñetas,"['puñetas', 0]","['MUERA', 9.264190525826166e-09]","['Colima', 9.95496520661554e-07]","['anticipados', 1.6763761130356158e-06]","['escupe', 2.3926397789697518e-06]"
resultaron,"['resultaron', 0]","['llegas', 1.1102230246251565e-16]","['cobro', 9.992007221626409e-16]","['cuida', 1.0547118733938987e-14]","['contestó', 7.127631818093505e-14]"
inquilino,"['inquilino', 0]","['disfrazado', 4.25968338380045e-09]","['vulgares', 1.423387985255431e-08]","['ofender,', 1.7258662388108803e-08]","['vulgar,', 3.254288261089755e-08]"
afectan,"['afectan', 0]","['Pobre', 1.3322676295501878e-15]","['tumba', 4.8627768478581856e-14]","['ego', 6.605826996519681e-14]","['toque', 1.0946799022804043e-13]"
