,primera,segunda,tercera,cuarta,quinta,sexta,séptima,octava,novena,décima,Original
4770,"['vuestra', array([4.000e+00, 9.373e+03, 5.000e+00]), 5.197042796112328e-11]","['vuestro', array([4.000e+00, 9.345e+03, 5.000e+00]), 7.493328180174785e-11]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 1.0869349864606193e-10]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 1.0869349864606193e-10]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 1.0869349864606193e-10]","['fueran', array([4.000e+00, 9.285e+03, 5.000e+00]), 1.389400816620423e-10]","['hayas', array([4.000e+00, 9.162e+03, 5.000e+00]), 3.3612801431104344e-10]","['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 3.4758873557194647e-10]","['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 3.4758873557194647e-10]","['tendremos', array([4.000e+00, 9.153e+03, 5.000e+00]), 3.5418157295907804e-10]",poca
4771,"['e', array([   4., 1007.,    5.]), 0.5699866545268001]","['de', array([   4., 1008.,    5.]), 0.5699923494441481]","['a', array([   4., 1013.,    5.]), 0.5700206556365088]","['la', array([   4., 1030.,    5.]), 0.5701148441796258]","['en', array([   4., 1036.,    5.]), 0.5701473502886363]","['que', array([   4., 1038.,    5.]), 0.5701581022745256]","['el', array([   4., 1040.,    5.]), 0.5701688129687967]","['y', array([   4., 1042.,    5.]), 0.5701794826088518]","['un', array([   4., 1049.,    5.]), 0.5702165064321696]","['con', array([   4., 1051.,    5.]), 0.5702269942178023]",vergüenza!!!!!
4772,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CantuMauricio
4773,"['como', array([   4., 1184.,    5.]), 1.996952825322751e-09]","['más', array([   4., 1216.,    5.]), 3.1296345515130497e-09]","['ten', array([   4., 1231.,    5.]), 1.0264264771464582e-08]","['ten', array([   4., 1231.,    5.]), 1.0264264771464582e-08]","['ten', array([   4., 1231.,    5.]), 1.0264264771464582e-08]","['ten', array([   4., 1231.,    5.]), 1.0264264771464582e-08]","['le', array([   4., 1232.,    5.]), 1.0878086542653875e-08]","['te', array([   4., 1240.,    5.]), 1.6385943490959676e-08]","['mi', array([   4., 1153.,    5.]), 2.1756089818580904e-08]","['ti', array([   4., 1248.,    5.]), 2.2925944032081702e-08]",La
4774,"['e', array([   4., 1007.,    5.]), 0.5699866545268001]","['de', array([   4., 1008.,    5.]), 0.5699923494441481]","['a', array([   4., 1013.,    5.]), 0.5700206556365088]","['la', array([   4., 1030.,    5.]), 0.5701148441796258]","['en', array([   4., 1036.,    5.]), 0.5701473502886363]","['que', array([   4., 1038.,    5.]), 0.5701581022745256]","['el', array([   4., 1040.,    5.]), 0.5701688129687967]","['y', array([   4., 1042.,    5.]), 0.5701794826088518]","['un', array([   4., 1049.,    5.]), 0.5702165064321696]","['con', array([   4., 1051.,    5.]), 0.5702269942178023]",#GN
4775,"['tuvieron', array([4.000e+00, 7.565e+03, 5.000e+00]), 1.1442735647904101e-11]","['estados', array([4.000e+00, 7.676e+03, 5.000e+00]), 2.7794544443793257e-11]","['eras', array([4.000e+00, 7.714e+03, 5.000e+00]), 6.687506104441354e-11]","['estés', array([4.000e+00, 7.472e+03, 5.000e+00]), 1.1733192195606534e-10]","['estuviera', array([4.000e+00, 7.764e+03, 5.000e+00]), 1.429850682299616e-10]","['estuviera', array([4.000e+00, 7.764e+03, 5.000e+00]), 1.429850682299616e-10]","['tengas', array([4.000e+00, 7.368e+03, 5.000e+00]), 3.7578151701467277e-10]","['tendría', array([4.000e+00, 7.292e+03, 5.000e+00]), 6.651091899456674e-10]","['tendría', array([4.000e+00, 7.292e+03, 5.000e+00]), 6.651091899456674e-10]","['fuiste', array([4.000e+00, 8.024e+03, 5.000e+00]), 9.519564025950444e-10]",sirve
4776,"['esto', array([   4., 1468.,    5.]), 3.9564240772449466e-11]","['yo', array([   4., 1467.,    5.]), 7.0432326637615e-11]","['sin', array([   4., 1477.,    5.]), 1.563340568111471e-10]","['cuando', array([   4., 1486.,    5.]), 9.652884047639532e-10]","['muy', array([   4., 1456.,    5.]), 1.0054758137201247e-09]","['has', array([   4., 1450.,    5.]), 1.9870756151618707e-09]","['todos', array([   4., 1495.,    5.]), 2.441475688286232e-09]","['también', array([   4., 1447.,    5.]), 2.6061367508489752e-09]","['nos', array([   4., 1445.,    5.]), 3.067063381045898e-09]","['tiene', array([   4., 1512.,    5.]), 6.965890309018619e-09]",dos
4777,"['poco', array([   4., 1958.,    5.]), 3.512892199353246e-10]","['ellos', array([   4., 2018.,    5.]), 2.5009997406399975e-09]","['soy', array([   4., 2020.,    5.]), 2.72812050727822e-09]","['otro', array([   4., 1925.,    5.]), 3.40863803849345e-09]","['les', array([   4., 2027.,    5.]), 3.596622777379821e-09]","['otras', array([   4., 2074.,    5.]), 1.2230194190721022e-08]","['tanto', array([   4., 1877.,    5.]), 1.4049629348811266e-08]","['otra', array([   4., 1861.,    5.]), 1.9396081407663246e-08]","['mí', array([   4., 1857.,    5.]), 2.0883233919910538e-08]","['estos', array([   4., 2111.,    5.]), 2.215724037579747e-08]",cosas
4778,"['e', array([   4., 1007.,    5.]), 0.5699866545268001]","['de', array([   4., 1008.,    5.]), 0.5699923494441481]","['a', array([   4., 1013.,    5.]), 0.5700206556365088]","['la', array([   4., 1030.,    5.]), 0.5701148441796258]","['en', array([   4., 1036.,    5.]), 0.5701473502886363]","['que', array([   4., 1038.,    5.]), 0.5701581022745256]","['el', array([   4., 1040.,    5.]), 0.5701688129687967]","['y', array([   4., 1042.,    5.]), 0.5701794826088518]","['un', array([   4., 1049.,    5.]), 0.5702165064321696]","['con', array([   4., 1051.,    5.]), 0.5702269942178023]",😒
4779,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CantuMauricio
4780,"['fue', array([   4., 1341.,    5.]), 2.5431767802785998e-11]","['mis', array([   4., 1354.,    5.]), 1.4031957817906004e-09]","['pero', array([   4., 1355.,    5.]), 1.5941692410592623e-09]","['esta', array([   4., 1359.,    5.]), 2.4762485395513067e-09]","['este', array([   4., 1365.,    5.]), 4.148151711014236e-09]","['ni', array([   4., 1382.,    5.]), 1.1068640448641531e-08]","['qué', array([   4., 1296.,    5.]), 1.258632931211423e-08]","['tu', array([   4., 1294.,    5.]), 1.3827020861612027e-08]","['entre', array([   4., 1391.,    5.]), 1.5978131928662265e-08]","['sus', array([   4., 1287.,    5.]), 1.8664726209038918e-08]",Si
4781,"['no', array([   4., 1084.,    5.]), 0]","['las', array([   4., 1089.,    5.]), 3.677471660523679e-10]","['su', array([   4., 1079.,    5.]), 3.7459513269055833e-10]","['al', array([   4., 1091.,    5.]), 7.181444328097086e-10]","['o', array([   4., 1074.,    5.]), 1.5123633456681773e-09]","['por', array([   4., 1096.,    5.]), 2.091253614722177e-09]","['del', array([   4., 1072.,    5.]), 2.185936653908982e-09]","['los', array([   4., 1065.,    5.]), 5.552293735888725e-09]","['se', array([   4., 1062.,    5.]), 7.486187225680396e-09]","['se', array([   4., 1062.,    5.]), 7.486187225680396e-09]",no...
4782,"['y', array([   4., 1042.,    5.]), 1.5559498134365413e-10]","['un', array([   4., 1049.,    5.]), 2.72934230771682e-10]","['el', array([   4., 1040.,    5.]), 4.3387227144364715e-10]","['con', array([   4., 1051.,    5.]), 6.117667483707123e-10]","['que', array([   4., 1038.,    5.]), 8.53669468448004e-10]","['en', array([   4., 1036.,    5.]), 1.416621819849695e-09]","['es', array([   4., 1058.,    5.]), 2.834030010667732e-09]","['la', array([   4., 1030.,    5.]), 3.981037388633979e-09]","['se', array([   4., 1062.,    5.]), 4.809921572146436e-09]","['se', array([   4., 1062.,    5.]), 4.809921572146436e-09]",https://t.co/GeP9qkWAHY
4783,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CantuMauricio
4784,"['estado', array([   4., 1814.,    5.]), 7.58948459633757e-12]","['tú', array([   4., 1808.,    5.]), 3.055966590892467e-11]","['porque', array([   4., 1817.,    5.]), 4.727784830294013e-11]","['sent', array([   4., 1823.,    5.]), 2.2732049576035251e-10]","['sent', array([   4., 1823.,    5.]), 2.2732049576035251e-10]","['sent', array([   4., 1823.,    5.]), 2.2732049576035251e-10]","['había', array([   4., 1824.,    5.]), 2.7023372428658377e-10]","['había', array([   4., 1824.,    5.]), 2.7023372428658377e-10]","['sí', array([   4., 1794.,    5.]), 6.285310050202497e-10]","['esa', array([   4., 1792.,    5.]), 7.776972399398119e-10]",Soberano
4785,"['estés', array([4.000e+00, 7.472e+03, 5.000e+00]), 1.0108247572304663e-11]","['tengas', array([4.000e+00, 7.368e+03, 5.000e+00]), 2.8876900870500322e-11]","['tuvieron', array([4.000e+00, 7.565e+03, 5.000e+00]), 1.1296796831317124e-10]","['tendría', array([4.000e+00, 7.292e+03, 5.000e+00]), 1.387298054211783e-10]","['tendría', array([4.000e+00, 7.292e+03, 5.000e+00]), 1.387298054211783e-10]","['estados', array([4.000e+00, 7.676e+03, 5.000e+00]), 3.718498842175677e-10]","['eras', array([4.000e+00, 7.714e+03, 5.000e+00]), 4.923550456226167e-10]","['estuviera', array([4.000e+00, 7.764e+03, 5.000e+00]), 6.743882119408795e-10]","['estuviera', array([4.000e+00, 7.764e+03, 5.000e+00]), 6.743882119408795e-10]","['fuiste', array([4.000e+00, 8.024e+03, 5.000e+00]), 2.0128810840347455e-09]",tonto
4786,"['vos', array([4.0000e+00, 1.1547e+04, 5.0000e+00]), 1.1110556918936254e-11]","['estaremos', array([4.0000e+00, 1.1794e+04, 5.0000e+00]), 2.3801405291123956e-11]","['tuvimos', array([4.000e+00, 1.148e+04, 5.000e+00]), 3.160327555207232e-11]","['estarás', array([4.0000e+00, 1.1826e+04, 5.0000e+00]), 3.501621215207251e-11]","['fuimos', array([4.0000e+00, 1.1834e+04, 5.0000e+00]), 3.814637494770068e-11]","['estuvieron', array([4.0000e+00, 1.1438e+04, 5.0000e+00]), 4.99835728362541e-11]","['habéis', array([4.0000e+00, 1.1163e+04, 5.0000e+00]), 2.829647627322629e-10]","['serás', array([4.0000e+00, 1.1154e+04, 5.0000e+00]), 2.9408242507855675e-10]","['hubieras', array([4.0000e+00, 1.2246e+04, 5.0000e+00]), 3.62839092105105e-10]","['tengamos', array([4.0000e+00, 1.2287e+04, 5.0000e+00]), 4.113621665524647e-10]",inútil
4787,"['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 5.036526751212023e-10]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 5.896819699202638e-10]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 6.070792757384424e-10]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 1.0474436873408877e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 1.8294723513889721e-09]","['habría', array([4.000e+00, 4.402e+03, 5.000e+00]), 1.8294723513889721e-09]","['tendrá', array([4.000e+00, 4.274e+03, 5.000e+00]), 5.4134170479613886e-09]","['estuvo', array([4.0e+00, 4.2e+03, 5.0e+00]), 8.50835568666497e-09]","['somos', array([4.000e+00, 4.107e+03, 5.000e+00]), 1.3607621029976258e-08]","['serán', array([4.000e+00, 4.105e+03, 5.000e+00]), 1.37332204497298e-08]",político
4788,"['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 2.134958876354176e-13]","['tendré', array([4.000e+00, 9.903e+03, 5.000e+00]), 2.134958876354176e-13]","['serían', array([4.0000e+00, 1.0253e+04, 5.0000e+00]), 2.582263292083553e-10]","['hubieran', array([4.0000e+00, 1.0358e+04, 5.0000e+00]), 4.221352156719149e-10]","['vuestra', array([4.000e+00, 9.373e+03, 5.000e+00]), 6.44684083894731e-10]","['vuestro', array([4.000e+00, 9.345e+03, 5.000e+00]), 7.202777263515259e-10]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 8.183720368037939e-10]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 8.183720368037939e-10]","['habr', array([4.000e+00, 9.311e+03, 5.000e+00]), 8.183720368037939e-10]","['fué', array([4.0000e+00, 1.0564e+04, 5.0000e+00]), 8.45056358222962e-10]",cuarta.
4789,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CantuMauricio
4790,"['son', array([   4., 1404.,    5.]), 3.3382008268745267e-10]","['hay', array([   4., 1423.,    5.]), 6.143873187980375e-10]","['hay', array([   4., 1423.,    5.]), 6.143873187980375e-10]","['eso', array([   4., 1400.,    5.]), 7.553928593750925e-10]","['todo', array([   4., 1397.,    5.]), 1.1853760195634777e-09]","['entre', array([   4., 1391.,    5.]), 2.343422900175085e-09]","['ni', array([   4., 1382.,    5.]), 4.8449871892231045e-09]","['nos', array([   4., 1445.,    5.]), 5.362399968511511e-09]","['también', array([   4., 1447.,    5.]), 6.015421383231967e-09]","['has', array([   4., 1450.,    5.]), 7.061521034579243e-09]",Los
4791,"['fuesen', array([4.0000e+00, 2.4093e+04, 5.0000e+00]), 2.7918001244131574e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 3.815758820024939e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 3.815758820024939e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 3.815758820024939e-11]","['tuviese', array([4.0000e+00, 2.3979e+04, 5.0000e+00]), 3.815758820024939e-11]","['fuéramos', array([4.0000e+00, 2.6164e+04, 5.0000e+00]), 9.199530026648972e-11]","['serías', array([4.0000e+00, 2.3388e+04, 5.0000e+00]), 1.1987011383496338e-10]","['sintiendo', array([4.0000e+00, 2.2998e+04, 5.0000e+00]), 2.0253332344566388e-10]","['hubiesen', array([4.0000e+00, 2.2962e+04, 5.0000e+00]), 2.114139974196405e-10]","['habríamos', array([4.0000e+00, 2.6968e+04, 5.0000e+00]), 2.1758006507610617e-10]",Morenacos
4792,"['fuimos', array([4.0000e+00, 1.1834e+04, 5.0000e+00]), 1.6761037002765988e-11]","['estarás', array([4.0000e+00, 1.1826e+04, 5.0000e+00]), 1.894739920516031e-11]","['estaremos', array([4.0000e+00, 1.1794e+04, 5.0000e+00]), 2.9069857632180174e-11]","['hubieras', array([4.0000e+00, 1.2246e+04, 5.0000e+00]), 7.70538077787819e-11]","['tengamos', array([4.0000e+00, 1.2287e+04, 5.0000e+00]), 1.0023537555525763e-10]","['vos', array([4.0000e+00, 1.1547e+04, 5.0000e+00]), 1.850564146366196e-10]","['tuvimos', array([4.000e+00, 1.148e+04, 5.000e+00]), 2.5255519897626755e-10]","['estuvieron', array([4.0000e+00, 1.1438e+04, 5.0000e+00]), 3.0068258993765085e-10]","['estáis', array([4.0000e+00, 1.2567e+04, 5.0000e+00]), 3.3204239358042287e-10]","['habiendo', array([4.0000e+00, 1.2589e+04, 5.0000e+00]), 3.5538461062856186e-10]",empinados
4793,"['habrá', array([4.00e+00, 5.23e+03, 5.00e+00]), 8.053375744054847e-10]","['estabas', array([4.000e+00, 5.295e+03, 5.000e+00]), 1.5214481896563825e-09]","['tengan', array([4.000e+00, 5.426e+03, 5.000e+00]), 3.558137673387307e-09]","['tenían', array([4.000e+00, 5.434e+03, 5.000e+00]), 3.706204232400978e-09]","['quienes', array([4.000e+00, 4.709e+03, 5.000e+00]), 4.543225462505518e-09]","['teniendo', array([4.0e+00, 4.7e+03, 5.0e+00]), 4.7948166548295035e-09]","['estén', array([4.000e+00, 5.496e+03, 5.000e+00]), 4.939002318238295e-09]","['mía', array([4.0e+00, 5.8e+03, 5.0e+00]), 1.2872559018717311e-08]","['hayan', array([4.000e+00, 4.481e+03, 5.000e+00]), 1.3531692100166026e-08]","['estará', array([4.000e+00, 4.447e+03, 5.000e+00]), 1.538866489791957e-08]",peor
4794,"['hubier', array([4.000e+00, 6.619e+03, 5.000e+00]), 6.196709811945311e-12]","['estaría', array([4.00e+00, 6.52e+03, 5.00e+00]), 6.236644534141078e-11]","['estaría', array([4.00e+00, 6.52e+03, 5.00e+00]), 6.236644534141078e-11]","['tuyo', array([4.000e+00, 6.708e+03, 5.000e+00]), 1.3375023311112955e-10]","['seas', array([4.000e+00, 6.403e+03, 5.000e+00]), 4.23797996695896e-10]","['tendrán', array([4.000e+00, 6.387e+03, 5.000e+00]), 4.998690350532797e-10]","['tuve', array([4.000e+00, 6.318e+03, 5.000e+00]), 9.059907268849088e-10]","['vosotros', array([4.000e+00, 6.901e+03, 5.000e+00]), 9.26706711368297e-10]","['hubo', array([4.000e+00, 6.084e+03, 5.000e+00]), 3.3249626385511988e-09]","['tendría', array([4.000e+00, 7.292e+03, 5.000e+00]), 4.306215384275447e-09]",representación
4795,"['habrán', array([4.0000e+00, 1.5049e+04, 5.0000e+00]), 2.10953476909026e-12]","['tenéis', array([4.0000e+00, 1.4844e+04, 5.0000e+00]), 3.1442848325013983e-11]","['habida', array([4.0000e+00, 1.5619e+04, 5.0000e+00]), 9.076983609190847e-11]","['habida', array([4.0000e+00, 1.5619e+04, 5.0000e+00]), 9.076983609190847e-11]","['suyos', array([4.0000e+00, 1.5998e+04, 5.0000e+00]), 2.6878932413154644e-10]","['habíamos', array([4.000e+00, 1.429e+04, 5.000e+00]), 3.0389080141191016e-10]","['míos', array([4.0000e+00, 1.4239e+04, 5.0000e+00]), 3.4474478827206667e-10]","['sois', array([4.0000e+00, 1.4185e+04, 5.0000e+00]), 3.911613255525026e-10]","['vuestras', array([4.0000e+00, 1.6286e+04, 5.0000e+00]), 4.5794390501896487e-10]","['tuviste', array([4.0000e+00, 1.3969e+04, 5.0000e+00]), 6.107496730578532e-10]",presidencial
4796,"['esos', array([   4., 2651.,    5.]), 1.6577850203702837e-12]","['eran', array([   4., 2632.,    5.]), 1.8541335133903658e-10]","['tus', array([   4., 2620.,    5.]), 4.6206116710578726e-10]","['haya', array([   4., 2697.,    5.]), 7.75207342762485e-10]","['muchos', array([   4., 2720.,    5.]), 1.7672019403391914e-09]","['estamos', array([   4., 2527.,    5.]), 7.241101718236109e-09]","['os', array([   4., 2821.,    5.]), 1.0329682775811477e-08]","['algunos', array([   4., 2478.,    5.]), 1.4526046476781573e-08]","['mío', array([   4., 2895.,    5.]), 2.0352056928629736e-08]","['esas', array([   4., 2899.,    5.]), 2.097241780241177e-08]",historia
4797,"['nuestras', array([   4., 3963.,    5.]), 3.029265727150232e-11]","['fui', array([   4., 3893.,    5.]), 2.2617752115650092e-10]","['estad', array([   4., 4000.,    5.]), 2.58305710154616e-10]","['estad', array([   4., 4000.,    5.]), 2.58305710154616e-10]","['estad', array([   4., 4000.,    5.]), 2.58305710154616e-10]","['ellas', array([   4., 3878.,    5.]), 3.8172442984318877e-10]","['estuvi', array([4.000e+00, 4.019e+03, 5.000e+00]), 4.5894887890085556e-10]","['estuvi', array([4.000e+00, 4.019e+03, 5.000e+00]), 4.5894887890085556e-10]","['tenga', array([4.000e+00, 4.058e+03, 5.000e+00]), 1.0400720285019815e-09]","['serán', array([4.000e+00, 4.105e+03, 5.000e+00]), 2.027231271739538e-09]",México.
4798,"['e', array([   4., 1007.,    5.]), 3.281231442109345e-08]","['de', array([   4., 1008.,    5.]), 3.4448121577490554e-08]","['a', array([   4., 1013.,    5.]), 4.316909452128925e-08]","['la', array([   4., 1030.,    5.]), 7.926405876101938e-08]","['en', array([   4., 1036.,    5.]), 9.424664304535924e-08]","['que', array([   4., 1038.,    5.]), 9.948761336975309e-08]","['el', array([   4., 1040.,    5.]), 1.0484941670441117e-07]","['y', array([   4., 1042.,    5.]), 1.1033054680975596e-07]","['un', array([   4., 1049.,    5.]), 1.3043287072633802e-07]","['con', array([   4., 1051.,    5.]), 1.3643280460939877e-07]",@CantuMauricio
